ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Cleanliness,Food and Drink,Baggage Handling,Satisfaction
4963,Male,56,Returning,Personal,Economy,931,0,17.0,2,4,2,3,1,1,1,2,Neutral or Dissatisfied
4964,Female,12,Returning,Personal,Economy,931,0,0.0,3,2,1,3,2,2,2,4,Neutral or Dissatisfied
4965,Male,65,Returning,Personal,Economy,931,0,27.0,2,2,4,1,1,1,1,4,Neutral or Dissatisfied
4966,Female,45,Returning,Personal,Economy,931,0,3.0,4,5,2,5,4,3,3,5,Neutral or Dissatisfied
4967,Female,52,Returning,Personal,Economy,931,9,0.0,5,5,4,3,4,3,4,3,Neutral or Dissatisfied
4968,Female,59,Returning,Business,Business,931,0,17.0,5,5,2,3,5,4,2,3,Satisfied
4969,Female,70,Returning,Business,Economy Plus,931,17,13.0,3,3,3,1,2,2,2,1,Neutral or Dissatisfied
4970,Male,40,Returning,Business,Economy Plus,931,3,6.0,2,3,1,2,3,3,3,3,Neutral or Dissatisfied
4971,Male,13,Returning,Personal,Economy Plus,931,0,23.0,5,2,5,5,3,3,3,5,Neutral or Dissatisfied
4972,Female,46,Returning,Business,Economy Plus,531,3,0.0,4,5,3,4,5,5,3,4,Satisfied
4973,Male,60,Returning,Business,Business,3479,55,72.0,4,5,2,3,5,3,5,3,Satisfied
4974,Male,43,Returning,Business,Business,2333,119,125.0,5,5,1,3,5,4,5,3,Satisfied
4975,Male,28,Returning,Business,Business,2296,13,0.0,3,1,3,3,1,1,1,4,Neutral or Dissatisfied
4976,Male,46,Returning,Business,Business,502,0,19.0,4,3,1,3,4,1,4,3,Neutral or Dissatisfied
4977,Female,48,Returning,Business,Business,502,0,0.0,5,4,2,5,5,5,3,5,Satisfied
4978,Female,47,Returning,Business,Business,3498,0,0.0,4,4,3,5,5,5,4,5,Satisfied
4979,Male,23,First-time,Business,Economy,502,20,32.0,5,4,4,4,4,4,4,4,Neutral or Dissatisfied
4980,Male,21,First-time,Business,Economy,502,0,13.0,3,4,4,1,2,2,2,4,Neutral or Dissatisfied
4981,Female,18,First-time,Business,Economy,502,0,49.0,4,1,3,3,4,4,4,4,Neutral or Dissatisfied
4982,Male,18,First-time,Business,Economy,502,148,155.0,4,4,3,1,4,4,1,3,Neutral or Dissatisfied
4983,Male,50,Returning,Business,Business,502,0,0.0,3,4,3,4,4,5,4,4,Satisfied
4984,Male,33,Returning,Business,Business,502,0,0.0,5,5,5,4,5,5,5,4,Satisfied
4985,Female,58,Returning,Business,Business,502,0,0.0,4,5,1,4,4,3,4,4,Satisfied
4986,Male,44,Returning,Business,Business,2106,0,0.0,4,4,5,5,4,5,2,5,Satisfied
4987,Male,48,Returning,Business,Business,502,0,0.0,5,4,3,4,5,4,5,4,Satisfied
4988,Male,26,First-time,Business,Business,502,53,52.0,4,2,5,4,2,5,5,4,Neutral or Dissatisfied
4989,Male,25,First-time,Business,Business,502,0,0.0,5,3,5,3,2,2,2,4,Neutral or Dissatisfied
4990,Female,7,Returning,Business,Business,502,17,2.0,3,4,2,4,4,4,4,4,Neutral or Dissatisfied
4991,Female,28,First-time,Business,Business,502,0,0.0,4,0,1,3,5,5,5,5,Satisfied
4992,Male,54,Returning,Business,Business,2329,0,5.0,3,4,4,3,5,3,5,3,Satisfied
4993,Male,62,Returning,Business,Business,3054,0,0.0,4,5,4,5,5,3,2,5,Satisfied
4994,Female,27,Returning,Business,Business,3450,0,0.0,4,3,4,1,3,3,3,4,Neutral or Dissatisfied
4995,Female,27,Returning,Business,Business,502,13,53.0,2,2,1,3,2,2,2,3,Neutral or Dissatisfied
4996,Male,10,First-time,Business,Economy,502,35,44.0,2,1,3,1,1,1,1,3,Neutral or Dissatisfied
4997,Male,22,First-time,Business,Economy,502,0,9.0,4,1,3,2,2,5,5,2,Neutral or Dissatisfied
4998,Female,21,First-time,Business,Economy,502,43,49.0,3,2,2,3,2,2,2,3,Neutral or Dissatisfied
4999,Female,41,Returning,Business,Business,502,7,5.0,2,4,4,2,4,1,5,2,Neutral or Dissatisfied
5000,Male,32,Returning,Business,Business,3174,0,0.0,3,5,2,5,5,5,5,5,Satisfied
5001,Female,48,Returning,Business,Economy,502,116,162.0,3,3,3,2,3,3,3,4,Neutral or Dissatisfied
5002,Male,44,Returning,Business,Economy,502,0,0.0,2,3,4,3,2,2,2,3,Neutral or Dissatisfied
5003,Male,36,Returning,Business,Business,3215,68,66.0,1,3,1,5,2,2,1,4,Satisfied
5004,Male,37,Returning,Business,Business,3004,0,0.0,2,4,3,1,4,4,1,4,Neutral or Dissatisfied
5005,Female,46,Returning,Business,Business,2062,0,0.0,2,2,2,4,1,5,3,4,Satisfied
5006,Male,22,First-time,Business,Economy,102,0,0.0,4,3,4,2,2,2,2,2,Neutral or Dissatisfied
5007,Male,27,First-time,Business,Economy,502,0,2.0,3,3,4,2,5,5,5,4,Neutral or Dissatisfied
5008,Female,61,Returning,Personal,Economy,502,19,31.0,1,4,3,1,4,3,1,4,Neutral or Dissatisfied
5009,Male,9,Returning,Personal,Economy,502,21,43.0,4,2,3,4,1,1,1,1,Neutral or Dissatisfied
5010,Male,18,Returning,Personal,Economy,502,0,0.0,5,3,5,4,1,1,1,5,Neutral or Dissatisfied
5011,Male,9,Returning,Personal,Economy,502,158,160.0,2,2,1,4,2,2,3,5,Neutral or Dissatisfied
5012,Female,39,Returning,Personal,Economy,502,0,38.0,3,3,3,4,2,2,2,5,Neutral or Dissatisfied
5013,Male,54,Returning,Personal,Economy,502,0,23.0,3,3,2,4,2,2,2,5,Neutral or Dissatisfied
5014,Female,69,Returning,Personal,Economy,502,0,0.0,4,4,4,3,5,5,3,3,Neutral or Dissatisfied
5015,Female,49,Returning,Personal,Economy Plus,502,0,15.0,3,3,4,4,3,4,3,4,Neutral or Dissatisfied
5016,Male,58,Returning,Personal,Economy Plus,502,0,0.0,5,2,2,3,2,2,2,4,Neutral or Dissatisfied
5017,Male,11,Returning,Personal,Economy Plus,502,0,0.0,3,2,4,3,3,4,4,5,Neutral or Dissatisfied
5018,Male,39,First-time,Business,Business,224,9,29.0,5,2,3,4,2,2,2,4,Neutral or Dissatisfied
5019,Male,45,Returning,Business,Business,2910,0,0.0,3,4,5,5,4,4,5,4,Satisfied
5020,Male,38,First-time,Business,Business,235,0,0.0,4,4,2,3,5,4,4,5,Satisfied
5021,Male,39,Returning,Business,Business,2890,0,0.0,4,5,4,5,5,5,5,5,Satisfied
5022,Male,54,Returning,Business,Business,1966,0,0.0,5,5,2,4,4,5,3,5,Satisfied
5023,Female,45,Returning,Business,Business,1708,0,6.0,1,3,2,4,4,1,4,4,Neutral or Dissatisfied
5024,Male,24,First-time,Business,Economy,235,12,9.0,5,3,3,3,5,5,5,5,Neutral or Dissatisfied
5025,Male,19,Returning,Personal,Business,137,20,37.0,1,3,3,3,1,2,2,4,Neutral or Dissatisfied
5026,Female,48,Returning,Personal,Business,303,0,2.0,4,4,2,2,5,3,5,2,Neutral or Dissatisfied
5027,Female,29,Returning,Business,Business,235,3,32.0,4,4,4,4,5,5,5,5,Satisfied
5028,Male,37,Returning,Business,Business,3236,93,102.0,1,3,3,2,3,4,1,2,Neutral or Dissatisfied
5029,Male,52,Returning,Business,Business,2763,0,10.0,5,5,2,3,4,5,3,3,Satisfied
5030,Female,44,Returning,Business,Business,3932,0,16.0,5,5,5,4,5,5,2,4,Satisfied
5031,Male,55,Returning,Business,Business,3407,17,24.0,4,4,3,5,4,3,2,5,Satisfied
5032,Male,43,Returning,Business,Business,1951,2,0.0,3,5,2,4,5,4,2,4,Satisfied
5033,Female,56,Returning,Business,Business,223,1,3.0,5,5,2,5,5,4,2,5,Satisfied
5034,Female,51,Returning,Business,Business,1658,19,20.0,3,5,2,4,5,3,2,4,Satisfied
5035,Male,26,First-time,Business,Business,235,0,5.0,3,1,2,4,5,5,5,5,Neutral or Dissatisfied
5036,Male,36,Returning,Business,Business,3163,102,103.0,4,4,4,4,4,3,5,4,Satisfied
5037,Female,48,Returning,Business,Business,2629,0,0.0,4,5,2,4,4,4,3,4,Satisfied
5038,Female,48,Returning,Business,Business,3310,1,40.0,3,4,1,4,5,5,3,4,Satisfied
5039,Male,53,Returning,Business,Business,235,0,13.0,3,5,3,4,4,5,4,4,Satisfied
5040,Male,40,Returning,Business,Business,235,33,17.0,4,5,2,4,4,5,4,4,Satisfied
5041,Female,22,Returning,Business,Business,2857,46,51.0,1,4,1,1,4,4,4,3,Neutral or Dissatisfied
5042,Female,59,Returning,Business,Business,235,0,0.0,5,4,3,5,4,5,5,5,Satisfied
5043,Male,42,Returning,Business,Business,235,0,0.0,4,4,1,4,5,3,2,4,Satisfied
5044,Male,29,First-time,Business,Economy,122,0,0.0,1,2,3,1,2,2,2,4,Neutral or Dissatisfied
5045,Male,41,Returning,Business,Business,2387,0,36.0,4,5,2,5,4,3,5,5,Satisfied
5046,Female,51,Returning,Business,Business,3437,1,2.0,4,5,4,5,5,4,5,2,Satisfied
5047,Male,25,First-time,Business,Business,235,1,6.0,1,3,3,1,1,1,1,3,Neutral or Dissatisfied
5048,Female,44,Returning,Business,Business,2937,20,71.0,5,4,4,1,4,4,2,1,Satisfied
5049,Male,60,Returning,Business,Business,303,0,0.0,3,5,3,5,5,5,3,5,Satisfied
5050,Female,45,Returning,Business,Business,2673,0,0.0,4,5,3,4,4,4,3,5,Satisfied
5051,Female,42,First-time,Business,Business,224,9,37.0,3,2,3,4,3,3,3,4,Neutral or Dissatisfied
5052,Male,50,Returning,Business,Business,235,27,40.0,4,5,5,4,4,3,3,4,Satisfied
5053,Female,51,Returning,Business,Business,2733,18,13.0,2,4,1,2,3,1,1,2,Neutral or Dissatisfied
5054,Female,37,Returning,Business,Economy,235,154,140.0,3,3,4,2,3,3,3,4,Neutral or Dissatisfied
5055,Female,33,First-time,Business,Business,223,1,0.0,4,3,1,3,2,2,2,4,Neutral or Dissatisfied
5056,Male,27,First-time,Business,Business,223,0,0.0,4,0,3,4,3,3,3,5,Satisfied
5057,Male,66,Returning,Business,Business,3559,0,14.0,4,4,2,3,3,2,2,2,Neutral or Dissatisfied
5058,Male,57,Returning,Business,Business,3929,0,0.0,3,4,5,3,4,2,1,3,Neutral or Dissatisfied
5059,Female,52,Returning,Business,Business,3394,0,25.0,4,4,2,5,5,4,3,5,Satisfied
5060,Male,22,First-time,Business,Economy,223,0,0.0,4,3,1,3,2,2,2,4,Neutral or Dissatisfied
5061,Female,23,First-time,Business,Business,235,0,0.0,5,0,2,5,2,2,2,4,Satisfied
5062,Male,22,First-time,Business,Economy,303,0,25.0,4,2,3,3,1,1,1,4,Neutral or Dissatisfied
5063,Female,25,First-time,Business,Business,235,0,0.0,5,3,1,3,4,4,4,5,Neutral or Dissatisfied
5064,Male,33,Returning,Business,Business,3364,43,38.0,2,1,3,3,4,1,1,3,Neutral or Dissatisfied
5065,Male,56,First-time,Business,Business,235,0,0.0,1,3,3,1,2,2,2,2,Neutral or Dissatisfied
5066,Male,54,Returning,Business,Business,137,23,14.0,5,4,4,4,4,3,4,4,Satisfied
5067,Male,52,Returning,Business,Business,2474,101,68.0,4,5,4,5,5,4,4,5,Satisfied
5068,Female,46,Returning,Business,Business,122,0,0.0,3,4,3,5,4,3,4,4,Satisfied
5069,Male,64,Returning,Business,Economy,223,6,0.0,2,1,3,4,2,2,2,3,Neutral or Dissatisfied
5070,Male,35,Returning,Business,Economy,224,0,0.0,1,1,5,2,1,1,1,4,Neutral or Dissatisfied
5071,Male,60,Returning,Business,Economy,303,0,25.0,1,3,3,4,3,3,3,4,Neutral or Dissatisfied
5072,Male,40,Returning,Business,Business,235,24,21.0,4,4,2,5,5,4,2,5,Satisfied
5073,Female,52,Returning,Business,Business,2315,0,0.0,3,5,5,4,4,4,3,5,Satisfied
5074,Male,21,First-time,Business,Economy,223,0,4.0,4,4,4,5,5,5,5,5,Neutral or Dissatisfied
5075,Male,43,Returning,Business,Business,223,68,124.0,3,2,3,2,3,1,2,1,Neutral or Dissatisfied
5076,Female,26,First-time,Business,Economy,223,14,30.0,3,3,3,4,1,1,1,3,Neutral or Dissatisfied
5077,Male,53,Returning,Business,Economy,235,0,0.0,4,4,1,3,5,5,5,3,Neutral or Dissatisfied
5078,Male,39,Returning,Business,Economy,235,50,65.0,1,2,3,1,2,2,2,2,Neutral or Dissatisfied
5079,Male,25,First-time,Business,Business,223,23,25.0,1,5,4,1,4,4,4,3,Neutral or Dissatisfied
5080,Female,42,First-time,Business,Economy,235,0,9.0,3,3,4,4,3,3,3,4,Neutral or Dissatisfied
5081,Male,37,First-time,Business,Business,224,0,14.0,2,1,2,2,3,3,3,2,Neutral or Dissatisfied
5082,Female,66,Returning,Business,Economy,235,116,216.0,1,1,2,2,1,1,1,3,Neutral or Dissatisfied
5083,Female,69,Returning,Business,Business,3662,0,0.0,1,3,5,3,4,3,1,3,Neutral or Dissatisfied
5084,Female,25,First-time,Business,Economy,137,0,0.0,2,1,4,4,5,5,5,4,Neutral or Dissatisfied
5085,Female,74,Returning,Business,Business,235,5,0.0,3,3,1,5,4,5,3,5,Satisfied
5086,Female,63,Returning,Business,Business,3145,0,1.0,3,5,1,4,4,3,1,4,Satisfied
5087,Male,25,First-time,Business,Business,224,0,2.0,2,3,3,2,3,3,3,4,Neutral or Dissatisfied
5088,Male,43,Returning,Business,Economy,235,0,0.0,4,3,4,4,3,3,3,4,Neutral or Dissatisfied
5089,Female,35,Returning,Business,Business,3910,0,1.0,3,2,3,4,4,4,3,4,Satisfied
5090,Female,37,Returning,Business,Economy,235,0,22.0,2,4,4,5,4,4,4,5,Satisfied
5091,Female,33,Returning,Business,Business,2594,0,2.0,5,4,3,5,1,1,3,3,Satisfied
5092,Male,52,Returning,Business,Economy,122,0,0.0,2,5,1,3,5,5,5,2,Satisfied
5093,Male,36,First-time,Business,Business,224,0,4.0,2,4,1,2,4,4,4,4,Neutral or Dissatisfied
5094,Male,15,Returning,Personal,Economy,122,8,21.0,1,1,3,1,5,5,5,5,Neutral or Dissatisfied
5095,Female,10,Returning,Personal,Economy,224,95,94.0,3,4,4,3,2,2,2,4,Satisfied
5096,Female,41,Returning,Personal,Economy,223,2,0.0,2,2,3,1,4,4,4,3,Neutral or Dissatisfied
5097,Female,53,First-time,Personal,Economy,235,0,7.0,1,1,4,4,2,4,4,4,Neutral or Dissatisfied
5098,Female,21,Returning,Personal,Economy,235,0,0.0,4,3,1,5,3,5,5,5,Neutral or Dissatisfied
5099,Male,28,Returning,Personal,Economy,235,0,0.0,5,5,5,3,1,1,1,4,Satisfied
5100,Male,28,Returning,Personal,Economy,235,0,0.0,4,3,2,3,3,3,3,5,Neutral or Dissatisfied
5101,Female,8,Returning,Personal,Economy,122,0,0.0,4,0,4,2,2,2,2,4,Neutral or Dissatisfied
5102,Female,37,Returning,Personal,Economy,122,0,0.0,1,1,2,5,3,3,3,2,Neutral or Dissatisfied
5103,Male,28,Returning,Personal,Economy,223,8,2.0,4,3,4,2,4,4,4,1,Neutral or Dissatisfied
5104,Female,18,Returning,Personal,Economy,223,0,0.0,5,4,3,3,4,4,4,4,Neutral or Dissatisfied
5105,Male,59,Returning,Personal,Economy,235,0,0.0,4,3,3,3,5,5,5,5,Neutral or Dissatisfied
5106,Male,66,Returning,Personal,Economy,223,0,0.0,3,4,1,3,1,1,1,5,Neutral or Dissatisfied
5107,Female,59,Returning,Personal,Economy,235,0,0.0,3,4,3,3,5,3,4,3,Neutral or Dissatisfied
5108,Male,41,Returning,Personal,Economy,224,0,0.0,4,0,1,4,3,3,3,5,Neutral or Dissatisfied
5109,Male,14,Returning,Personal,Economy,235,92,78.0,4,1,1,4,5,5,5,5,Neutral or Dissatisfied
5110,Male,57,Returning,Personal,Economy,235,7,4.0,1,4,3,2,4,4,4,3,Neutral or Dissatisfied
5111,Male,68,First-time,Personal,Economy,235,0,4.0,2,4,4,2,2,2,2,4,Satisfied
5112,Female,44,Returning,Personal,Economy,122,0,0.0,3,5,1,2,2,2,4,2,Neutral or Dissatisfied
5113,Female,52,Returning,Personal,Economy,235,0,0.0,5,4,4,1,4,2,2,1,Neutral or Dissatisfied
5114,Male,10,Returning,Personal,Economy,224,0,0.0,4,0,2,5,3,3,3,5,Neutral or Dissatisfied
5115,Male,7,Returning,Personal,Economy,137,19,43.0,4,0,4,1,5,5,5,3,Neutral or Dissatisfied
5116,Male,17,Returning,Personal,Economy,122,0,0.0,1,2,3,1,2,2,2,2,Neutral or Dissatisfied
5117,Male,65,Returning,Personal,Economy,235,0,0.0,5,1,3,5,1,4,4,4,Neutral or Dissatisfied
5118,Male,9,Returning,Personal,Economy,303,0,0.0,5,2,2,4,1,1,1,5,Neutral or Dissatisfied
5119,Male,46,Returning,Business,Business,2766,0,11.0,5,4,5,4,5,5,2,4,Satisfied
5120,Male,47,Returning,Business,Business,122,0,0.0,4,5,3,5,5,3,4,5,Satisfied
5121,Female,38,Returning,Business,Business,3055,0,70.0,5,5,1,5,5,3,4,5,Satisfied
5122,Female,49,Returning,Business,Economy Plus,235,0,0.0,1,4,1,1,4,3,3,1,Neutral or Dissatisfied
5123,Female,35,Returning,Business,Business,122,84,83.0,3,5,4,4,5,4,2,5,Satisfied
5124,Female,55,Returning,Business,Business,3048,0,0.0,3,5,4,5,4,5,3,4,Satisfied
5125,Female,24,First-time,Business,Economy,235,0,0.0,4,4,4,3,3,3,3,4,Satisfied
5126,Female,51,Returning,Business,Business,3549,0,0.0,5,5,2,3,5,4,5,4,Satisfied
5127,Male,27,First-time,Business,Economy Plus,303,0,0.0,3,4,3,5,2,2,2,5,Neutral or Dissatisfied
5128,Female,25,Returning,Business,Economy Plus,235,0,0.0,3,2,2,2,2,2,2,3,Neutral or Dissatisfied
5129,Female,22,Returning,Personal,Economy Plus,235,0,0.0,3,4,1,4,5,2,2,5,Neutral or Dissatisfied
5130,Female,40,Returning,Personal,Economy Plus,235,0,0.0,5,1,3,4,3,3,3,4,Neutral or Dissatisfied
5131,Male,49,Returning,Personal,Economy Plus,137,82,85.0,5,2,1,3,2,2,2,2,Neutral or Dissatisfied
5132,Male,41,Returning,Personal,Economy Plus,235,0,3.0,1,1,2,3,1,2,2,2,Neutral or Dissatisfied
5133,Female,16,Returning,Personal,Economy Plus,235,0,0.0,3,3,2,4,4,4,4,4,Neutral or Dissatisfied
5134,Female,34,Returning,Personal,Economy Plus,303,49,50.0,3,4,2,5,3,3,3,5,Neutral or Dissatisfied
5135,Male,56,Returning,Business,Business,184,0,0.0,5,5,3,4,4,3,4,4,Satisfied
5136,Female,58,Returning,Business,Business,184,14,,3,4,1,3,3,3,3,2,Neutral or Dissatisfied
5137,Female,70,Returning,Personal,Economy,184,3,0.0,3,4,4,2,5,3,3,3,Neutral or Dissatisfied
5138,Male,53,Returning,Personal,Economy,184,0,0.0,3,3,2,4,2,2,2,4,Neutral or Dissatisfied
5139,Female,19,Returning,Business,Economy Plus,184,67,43.0,2,4,5,4,1,3,3,4,Neutral or Dissatisfied
5140,Female,48,First-time,Business,Business,622,0,0.0,3,5,2,4,2,5,5,5,Satisfied
5141,Female,21,Returning,Business,Business,2739,4,12.0,4,4,5,5,4,4,4,4,Satisfied
5142,Male,45,Returning,Business,Business,2253,5,4.0,3,4,5,4,4,3,5,4,Satisfied
5143,Male,45,Returning,Business,Business,622,40,53.0,4,5,2,2,5,4,5,2,Satisfied
5144,Female,52,Returning,Business,Business,622,0,0.0,5,4,3,5,4,3,2,5,Satisfied
5145,Female,51,Returning,Business,Business,622,51,81.0,3,5,2,4,5,4,5,4,Satisfied
5146,Female,47,Returning,Business,Economy,622,85,97.0,2,3,2,2,4,3,2,2,Neutral or Dissatisfied
5147,Male,42,Returning,Business,Economy,622,0,0.0,2,3,4,3,3,3,3,4,Neutral or Dissatisfied
5148,Male,25,First-time,Business,Business,622,8,8.0,5,2,1,4,2,2,2,5,Neutral or Dissatisfied
5149,Male,51,Returning,Business,Business,622,0,0.0,5,5,5,4,5,3,3,4,Satisfied
5150,Male,27,First-time,Business,Economy,622,28,42.0,3,2,4,5,4,4,4,1,Neutral or Dissatisfied
5151,Male,40,Returning,Business,Business,3699,0,0.0,4,4,1,1,4,2,4,2,Neutral or Dissatisfied
5152,Male,62,Returning,Personal,Economy,622,0,0.0,4,1,1,2,5,5,5,4,Neutral or Dissatisfied
5153,Female,24,Returning,Personal,Economy,622,1,2.0,4,2,4,4,3,3,3,5,Neutral or Dissatisfied
5154,Male,60,Returning,Personal,Economy,622,0,0.0,3,2,2,1,2,2,2,5,Neutral or Dissatisfied
5155,Female,68,Returning,Personal,Economy,622,17,19.0,3,3,4,3,3,2,3,3,Neutral or Dissatisfied
5156,Female,67,Returning,Personal,Economy,622,0,33.0,5,5,1,3,5,3,4,3,Neutral or Dissatisfied
5157,Female,52,Returning,Personal,Economy,622,0,0.0,3,5,3,1,5,5,2,1,Neutral or Dissatisfied
5158,Female,68,Returning,Personal,Economy,622,15,6.0,4,5,4,1,5,5,5,1,Neutral or Dissatisfied
5159,Male,45,Returning,Personal,Economy,622,0,0.0,3,2,4,1,3,3,3,3,Neutral or Dissatisfied
5160,Female,60,Returning,Personal,Economy,622,0,0.0,5,5,1,5,4,5,5,5,Neutral or Dissatisfied
5161,Female,53,Returning,Business,Business,2959,7,12.0,5,5,3,5,4,3,5,5,Satisfied
5162,Male,69,First-time,Business,Business,222,0,1.0,3,1,3,2,1,1,1,3,Neutral or Dissatisfied
5163,Male,23,First-time,Business,Business,383,0,0.0,3,4,3,5,5,5,5,4,Satisfied
5164,Female,47,Returning,Business,Business,1523,0,0.0,4,4,3,4,5,5,5,4,Satisfied
5165,Female,56,Returning,Business,Business,285,0,0.0,5,4,1,5,5,3,3,5,Satisfied
5166,Male,57,Returning,Business,Business,3809,0,0.0,4,4,4,1,5,3,3,1,Satisfied
5167,Male,60,Returning,Business,Business,3967,0,0.0,3,4,4,5,4,4,5,5,Satisfied
5168,Female,56,Returning,Business,Business,383,0,0.0,3,2,3,3,3,1,2,3,Neutral or Dissatisfied
5169,Female,40,Returning,Business,Business,1651,0,0.0,1,2,1,3,2,2,3,3,Neutral or Dissatisfied
5170,Female,21,First-time,Business,Economy,351,0,0.0,3,3,1,4,5,5,5,4,Neutral or Dissatisfied
5171,Female,79,Returning,Business,Business,1900,0,0.0,4,2,1,2,2,1,5,2,Neutral or Dissatisfied
5172,Male,28,Returning,Business,Business,351,0,0.0,3,5,1,3,5,5,5,4,Satisfied
5173,Female,42,Returning,Personal,Business,351,692,702.0,3,3,2,3,3,3,2,2,Neutral or Dissatisfied
5174,Female,43,Returning,Personal,Business,190,0,0.0,3,2,1,3,2,4,1,3,Neutral or Dissatisfied
5175,Female,44,Returning,Personal,Business,351,0,0.0,4,5,4,3,5,5,2,3,Neutral or Dissatisfied
5176,Female,43,Returning,Personal,Business,383,1,9.0,5,4,1,3,1,5,2,4,Neutral or Dissatisfied
5177,Male,48,Returning,Personal,Business,351,0,0.0,3,4,3,4,5,5,3,4,Neutral or Dissatisfied
5178,Female,37,Returning,Business,Business,293,0,0.0,5,4,2,4,4,4,3,4,Satisfied
5179,Female,46,Returning,Business,Business,3826,247,254.0,5,5,3,2,5,5,5,4,Satisfied
5180,Male,22,First-time,Business,Business,293,12,3.0,3,1,1,3,5,5,5,5,Satisfied
5181,Female,44,Returning,Business,Business,3250,10,16.0,4,5,5,5,5,3,2,5,Satisfied
5182,Male,36,Returning,Business,Economy,293,2,0.0,1,3,5,2,3,3,3,4,Neutral or Dissatisfied
5183,Male,50,Returning,Business,Business,2977,0,5.0,3,5,1,4,4,4,4,4,Satisfied
5184,Female,39,Returning,Business,Business,295,0,4.0,4,5,1,4,4,3,2,4,Satisfied
5185,Male,21,First-time,Business,Economy,383,0,0.0,4,0,5,3,3,3,3,5,Satisfied
5186,Female,53,Returning,Business,Business,295,0,0.0,5,4,5,4,4,3,4,4,Satisfied
5187,Female,46,Returning,Business,Business,3052,0,0.0,3,4,3,5,4,3,5,5,Satisfied
5188,Female,51,Returning,Business,Business,2355,12,12.0,4,4,1,5,5,5,3,5,Satisfied
5189,Female,55,Returning,Business,Business,2065,0,0.0,3,4,1,4,4,5,3,4,Satisfied
5190,Male,49,Returning,Business,Business,295,0,0.0,4,4,4,1,4,4,3,1,Satisfied
5191,Male,48,Returning,Business,Business,293,52,59.0,4,4,2,5,5,3,3,5,Satisfied
5192,Male,43,Returning,Business,Business,383,0,0.0,3,5,5,5,5,5,4,5,Satisfied
5193,Female,36,First-time,Business,Business,190,3,0.0,4,2,4,3,2,2,2,5,Neutral or Dissatisfied
5194,Male,34,Returning,Business,Business,351,37,31.0,5,5,4,4,5,4,3,4,Satisfied
5195,Male,48,Returning,Business,Business,285,0,0.0,3,5,1,5,4,3,4,5,Satisfied
5196,Female,49,Returning,Business,Business,2788,0,0.0,4,4,4,4,4,4,2,4,Satisfied
5197,Female,36,First-time,Business,Business,383,14,34.0,3,3,1,3,5,5,5,5,Neutral or Dissatisfied
5198,Female,51,Returning,Business,Business,3061,40,46.0,5,5,4,5,4,4,5,5,Satisfied
5199,Male,57,Returning,Business,Business,3697,45,32.0,5,5,3,5,4,5,5,5,Satisfied
5200,Male,42,Returning,Business,Business,3482,0,0.0,3,5,2,5,4,5,4,5,Satisfied
5201,Male,51,Returning,Business,Business,2917,4,2.0,5,4,3,5,5,5,5,5,Satisfied
5202,Female,24,First-time,Business,Economy,293,9,0.0,5,1,4,4,1,1,1,5,Neutral or Dissatisfied
5203,Male,54,Returning,Business,Business,293,20,21.0,4,5,5,4,4,3,2,4,Satisfied
5204,Male,34,Returning,Business,Business,2723,0,2.0,4,5,2,4,4,3,3,4,Satisfied
5205,Male,39,Returning,Business,Business,190,0,0.0,3,3,3,4,3,2,1,1,Neutral or Dissatisfied
5206,Male,45,Returning,Business,Business,1809,0,0.0,5,5,2,1,4,5,5,1,Satisfied
5207,Female,62,Returning,Business,Business,2114,0,0.0,5,5,1,5,5,3,2,5,Satisfied
5208,Male,49,Returning,Business,Business,3068,0,20.0,5,4,5,4,5,4,2,4,Satisfied
5209,Male,39,Returning,Business,Business,3625,2,1.0,4,5,5,5,4,4,5,5,Satisfied
5210,Male,46,Returning,Business,Business,383,0,0.0,5,4,1,4,5,3,2,4,Satisfied
5211,Female,62,Returning,Business,Business,3139,0,0.0,5,4,1,4,5,5,5,4,Satisfied
5212,Male,44,First-time,Business,Business,351,0,0.0,1,3,4,2,1,1,1,3,Neutral or Dissatisfied
5213,Female,36,First-time,Business,Business,293,0,0.0,4,2,5,4,2,2,2,5,Neutral or Dissatisfied
5214,Male,63,Returning,Business,Business,3438,0,0.0,5,5,5,4,4,5,4,4,Satisfied
5215,Male,59,Returning,Business,Business,351,0,0.0,3,5,1,4,4,5,5,4,Satisfied
5216,Male,50,Returning,Business,Business,383,0,0.0,5,4,3,4,4,4,5,4,Satisfied
5217,Male,25,First-time,Business,Business,383,0,0.0,5,5,3,3,3,4,4,5,Satisfied
5218,Male,58,Returning,Business,Business,2029,0,0.0,4,4,3,4,4,3,4,4,Satisfied
5219,Female,33,Returning,Business,Business,190,0,0.0,2,4,4,2,4,2,5,1,Neutral or Dissatisfied
5220,Male,64,First-time,Business,Business,383,0,0.0,5,3,2,4,2,2,2,5,Neutral or Dissatisfied
5221,Male,58,Returning,Business,Business,3109,0,0.0,3,5,1,4,5,4,2,4,Satisfied
5222,Male,39,Returning,Business,Business,2608,0,0.0,5,5,3,2,4,5,3,2,Satisfied
5223,Female,61,Returning,Business,Business,295,0,0.0,5,4,2,4,4,3,3,4,Satisfied
5224,Female,52,Returning,Business,Business,2499,107,126.0,5,5,4,5,5,5,4,4,Satisfied
